UserID	LastName	FirstName	DisplayName	Type	Workspace	WorkspaceOrProjectName	Role	TeamMember	ObjectID
user1@company.com	One	User	User One	WorkspacePermission	R&D Workspace	R&D Workspace	User	N/A	3852683575
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	System Configuration Services	Editor	Yes	3852683653
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Platform Services	Editor	Yes	4350063651
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Timing and Sync Services	Editor	Yes	4350063783
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Product Development Services	Editor	Yes	4350063922
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Systems Software	Editor	Yes	4351471699
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	MeasurementStudio	Editor	Yes	4357451147
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Software Operations	Editor	Yes	4357453029
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	R&D	Editor	Yes	4358154211
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW	Editor	Yes	5186810668
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Real-Time	Editor	Yes	5186810739
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF Software	Editor	Yes	6390864243
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF Application Software	Editor	Yes	6390935605
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF SoftFront Panels	Editor	Yes	6390939512
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Driver Services	Editor	Yes	6955001805
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	PXI and Instrument Control	Editor	Yes	6955004057
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	GPIB	Editor	Yes	6956027053
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Misc Projects	Editor	Yes	6957662290
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Agile Software Process	Editor	Yes	6957663349
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RIO Embedded Systems	Editor	Yes	6957806435
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Motion	Editor	Yes	6958128982
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF Analyzers Software	Editor	Yes	6958465121
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RIO Software	Editor	Yes	6958960240
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Serial	Editor	Yes	6959435693
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Modular Instruments	Editor	Yes	6960946863
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Digitizers Software	Editor	Yes	6960948055
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	TestStand	Editor	Yes	6961267482
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	PXI Platform Services	Editor	Yes	6961717851
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Data Acquisition	Editor	Yes	6962278053
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF-RIO	Editor	Yes	6971040788
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Emerald Bay	Editor	Yes	6971092915
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Core	Editor	Yes	6974149393
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Platform	Editor	Yes	6974150625
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW FPGA	Editor	Yes	6974152599
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	DAQ V&V	Editor	Yes	6975979267
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	DAQ Backplanes	Editor	Yes	6975979323
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	MAG	Editor	Yes	6975979375
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Skynet	Editor	Yes	6975980045
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Origin	Editor	Yes	6975980121
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	ASIC Validation	Editor	Yes	6975980386
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	CompactDAQ Test	Editor	Yes	6975980442
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI-RIO Driver	Editor	Yes	7011909008
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	SS PMO	Editor	Yes	7052595947
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RIO Embedded Software	Editor	Yes	7073948898
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RT Core	Editor	Yes	7076701810
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RTOS - NIC1 - The Most Interesting Team in the World	Editor	Yes	7076702068
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	myRIO - deprecated	Editor	Yes	7076702289
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RTOS - NIR West	Editor	Yes	7076702437
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	DevConn Cluj - deprecated	Editor	Yes	7076702633
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Release Management	Editor	Yes	7076950703
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RAD	Editor	Yes	7092964208
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	MAX for iOS	Editor	Yes	7093915312
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Global Engineering Services	Editor	Yes	7101661498
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Metrology	Editor	Yes	7101713454
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Test Engineering	Editor	Yes	7101960850
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Test Frameworks	Editor	Yes	7102011891
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF Generators Software	Editor	Yes	7117111683
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	PXI Chassis Firmware	Editor	Yes	7179595338
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	VXI	Editor	Yes	7179595426
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	MXIe Compatibility SW	Editor	Yes	7179595594
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Test Infrastructure	Editor	Yes	7233464693
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Tester OS	Editor	Yes	7484785781
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Integration Services	Editor	Yes	7518428807
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Cloud	Editor	Yes	7578092013
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF Algorithm	Editor	Yes	7597535846
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	AST	Editor	Yes	7597597863
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Conditioned Measurements	Editor	Yes	7597668060
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	FlexRIO	Editor	Yes	7597714530
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Precision DC	Editor	Yes	7597953153
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Embedded Networks	Editor	Yes	7597958027
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	R&D IT	Editor	Yes	7598142821
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Web Tech	Editor	Yes	7605152209
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Prep Machine (Torq)	Editor	Yes	7663406571
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	DevConn Austin - deprecated	Editor	Yes	7663412536
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	ELVISmx	Editor	Yes	7690533512
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	FPGA IP	Editor	Yes	7716665324
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	PXImc	Editor	Yes	7829264959
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LV NG Demo Project	Editor	Yes	7853623072
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LCI SFPs	Editor	Yes	7989048398
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Deployment	Editor	Yes	7991736375
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Platform PSEs	Editor	Yes	9016091686
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI-VISA	Editor	Yes	9096794893
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	PXI Platform Framework	Editor	Yes	9096798416
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI I/O Trace	Editor	Yes	9096798938
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI-P2P	Editor	Yes	9096799518
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	CVI	Editor	Yes	9182052209
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	TechComm	Editor	Yes	9194224803
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	DITA CMS	Editor	Yes	9194227748
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI-DCPower	Editor	Yes	9325610477
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI-DMM	Editor	Yes	9325612649
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Core PSEs	Editor	Yes	9428959246
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	SysAdmin and Release Support	Editor	Yes	9691508507
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Global Productivity Solutions	Editor	Yes	9742142077
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RF Power Meters	Editor	Yes	9856229225
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Switch	Editor	Yes	9873315334
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	System Management Services	Editor	Yes	10327590248
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LCI	Editor	Yes	10370896079
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Automated Test Software Operations	Editor	Yes	10629885929
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	VST	Editor	Yes	10877012832
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW UX	Editor	Yes	10903926720
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NG LabVIEW	Editor	Yes	10903930805
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	DataDashboard	Editor	Yes	10903991527
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LCI	Editor	Yes	10903992808
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Product Support	Editor	Yes	11048997396
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Calibration Framework	Editor	Yes	11049005676
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Custom Calibrations (LCO)	Editor	Yes	11049058332
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Operational	Editor	Yes	11049058857
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LV for RF Comms	Editor	Yes	11162324331
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LV for Education	Editor	Yes	11162326934
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LV Foundations	Editor	Yes	11162437476
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI-SCOPE	Editor	Yes	11326161054
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	HSAI RIO	Editor	Yes	11326161831
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	.NET API	Editor	Yes	11581107698
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	.NET API	Editor	Yes	11581210395
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Hammerhead	Editor	Yes	11837387555
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	LabVIEW Build & Test	Editor	Yes	12120939734
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Windows Installers	Editor	Yes	12181151927
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Mac Installers	Editor	Yes	12181152606
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Update Service	Editor	Yes	12181152971
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Volume License Manager	Editor	Yes	12181153735
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NI License Manager	Editor	Yes	12181216777
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Product Security	Editor	Yes	12284328701
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RTOS	Editor	Yes	12343165208
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	NextGen	Editor	Yes	12343166551
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Siren Demo Project	Editor	Yes	12361282889
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RTOS - NIC2	Editor	Yes	12408756688
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	ATSO PSEs	Editor	Yes	12464621728
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	CVI - NIC	Editor	Yes	12464766743
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	CVI - NIR	Editor	Yes	12464766980
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RTOS - NIR East	Editor	Yes	12516404458
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	MIG	Editor	Yes	12664026664
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	XNET	Editor	Yes	12980320653
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	845x	Editor	Yes	12980321298
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	CAN	Editor	Yes	12980321919
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	985x	Editor	Yes	12980322358
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	IONode Demo Project	Editor	Yes	13120195775
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Build	Editor	Yes	13137340467
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Test	Editor	Yes	13137341139
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	Core	Editor	Yes	13137442078
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	RT	Editor	Yes	13137442669
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	FPGA	Editor	Yes	13137443622
user1@company.com	One	User	User One	ProjectPermission	R&D Workspace	MI Application Software	Editor	Yes	13138958703
user1@company.com	One	User	User One	WorkspacePermission	LabVIEW NextGen POC	LabVIEW NextGen POC	User	N/A	12453243999
user1@company.com	One	User	User One	ProjectPermission	LabVIEW NextGen POC	R&D [version 1]	Editor	Yes	12453244091
user1@company.com	One	User	User One	ProjectPermission	LabVIEW NextGen POC	R&D [version 2]	Editor	Yes	12521975150
user1@company.com	One	User	User One	ProjectPermission	LabVIEW NextGen POC	LabVIEW	Editor	Yes	12522041951
user1@company.com	One	User	User One	ProjectPermission	LabVIEW NextGen POC	Teams	Editor	Yes	12522044288
user1@company.com	One	User	User One	ProjectPermission	LabVIEW NextGen POC	Products	Editor	Yes	12522044955
